Labels,Paper Name,Author Names
Information Extraction,Dynamic Anticipation and Completion for Multi-Hop Reasoning over Sparse Knowledge Graph,"Xin Lv, Xu Han, Lei Hou, Juanzi Li, Zhiyuan Liu, Wei Zhang, Yichi Zhang, Hao Kong, Suhui Wu"
Information Extraction,Nested Named Entity Recognition via Second-best Sequence Learning and Decoding,"Takashi Shibuya, Eduard Hovy"
Information Extraction,Incremental Neural Coreference Resolution in Constant Memory,"Patrick Xia, João Sedoc, Benjamin Van Durme"
Information Extraction,AxCell: Automatic Extraction of Results from Machine Learning Papers,"Marcin Kardas, Piotr Czapla, Pontus Stenetorp, Sebastian Ruder, Sebastian Riedel, Ross Taylor, Robert Stojnic"
Information Retrieval and Text Mining,Neural Topic Modeling with Cycle-Consistent Adversarial Training,"Xuemeng Hu, Rui Wang, Deyu Zhou, Yuxuan Xiong"
Information Retrieval and Text Mining,Towards More Accurate Uncertainty Estimation In Text Classification,"Jianfeng He, Xuchao Zhang, Shuo Lei, Zhiqian Chen, Fanglan Chen, Abdulaziz Alhamadani, Bei Xiao, ChangTien Lu"
Information Retrieval and Text Mining,Short Text Topic Modeling with Topic Distribution Quantization and Negative Sampling Decoder,"Xiaobao Wu, Chunping Li, Yan Zhu, Yishu Miao"
Information Retrieval and Text Mining,Modularized Transfomer-based Ranking Framework,"Luyu Gao, Zhuyun Dai, Jamie Callan"
Information Retrieval and Text Mining,CLIRMatrix: A massively large collection of bilingual and multilingual datasets for Cross-Lingual Information Retrieval,"Shuo Sun, Kevin Duh"
Information Retrieval and Text Mining,Exploiting Structured Knowledge in Text via Graph-Guided Representation Learning,"Tao Shen, Yi Mao, Pengcheng He, Guodong Long, Adam Trischler, Weizhu Chen"
Information Retrieval and Text Mining,Incorporating Behavioral Hypotheses for Query Generation,"Ruey-Cheng Chen, Chia-Jung Lee"
Information Retrieval and Text Mining,COMETA: A Corpus for Medical Entity Linking in the Social Media,"Marco Basaldella, Fangyu Liu, Ehsan Shareghi, Nigel Collier"
Information Retrieval and Text Mining,Evaluating the Calibration of Knowledge Graph Embeddings for Trustworthy Link Prediction,"Tara Safavi, Danai Koutra, Edgar Meij"
Information Retrieval and Text Mining,Named Entity Recognition Only from Word Embeddings,"Ying Luo, Hai Zhao, Junlang Zhan"
Information Retrieval and Text Mining,Querying Across Genres for Medical Claims in News,"Chaoyuan Zuo, Narayan Acharya, Ritwik Banerjee"
Information Retrieval and Text Mining,Conditional Causal Relationships between Emotions and Causes in Texts,"Xinhong Chen, Qing Li, Jianping Wang"
Information Retrieval and Text Mining,Improving Neural Topic Models using Knowledge Distillation,"Alexander Miserlis Hoyle, Pranav Goel, Philip Resnik"
Information Retrieval and Text Mining,Text Classification Using Label Names Only: A Language Model Self-Training Approach,"Yu Meng, Yunyi Zhang, Jiaxin Huang, Chenyan Xiong, Heng Ji, Chao Zhang, Jiawei Han"
Information Retrieval and Text Mining,Beyond [CLS] through Ranking by Generation,"Cicero Nogueira dos Santos, Xiaofei Ma, Ramesh Nallapati, Zhiheng Huang, Bing Xiang"
Information Retrieval and Text Mining,SLEDGE-Z: A Zero-Shot Baseline for COVID-19 Literature Search,"Sean MacAvaney, Arman Cohan, Nazli Goharian"
Information Retrieval and Text Mining,Meta Fine-Tuning Neural Language Models for Multi-Domain Text Mining,"Chengyu Wang, Minghui Qiu, Jun Huang, Xiaofeng He"
Information Retrieval and Text Mining,META: Metadata-Empowered Weak Supervision for Text Classification,"Dheeraj Mekala, Xinyang Zhang, Jingbo Shang"
Information Retrieval and Text Mining,CoDEx: A Comprehensive Knowledge Graph Completion Benchmark,"Tara Safavi, Danai Koutra"
Information Retrieval and Text Mining,Incorporating Multimodal Information in Open-Domain Web Keyphrase Extraction,"Yansen Wang, Zhen Fan, Carolyn Rose"
Information Retrieval and Text Mining,Multi-document Summarization with Maximal Marginal Relevance-guided Reinforcement Learning,"Yuning Mao, Yanru Qu, Yiqing Xie, Xiang Ren, Jiawei Han"
Information Retrieval and Text Mining,Text Graph Transformer for Document Classification,"Haopeng Zhang, Jiawei Zhang"
Information Retrieval and Text Mining,Multi-view Story Characterization from Movie Plot Synopses and Reviews,"Sudipta Kar, Gustavo Aguilar, Mirella Lapata, Thamar Solorio"
Information Retrieval and Text Mining,SynSetExpan: An Iterative Framework for Joint Entity Set Expansion and Synonym Discovery,"Jiaming Shen, Wenda Qiu, Jingbo Shang, Michelle Vanni, Xiang Ren, Jiawei Han"
Information Retrieval and Text Mining,Ad-hoc Document Retrieval using Weak-Supervision with BERT and GPT2,"Yosi Mass, Haggai Roitman"
Information Retrieval and Text Mining,Tired of Topic Models? Clusters of Pretrained Word Embeddings Make for Fast and Good Topics too!,"Suzanna Sia, Ayush Dalmia, Sabrina J. Mielke"
Interpretability and Analysis of Models for NLP,Top-Rank-Focused Adaptive Vote Collection for the Evaluation of Domain-Specific Semantic Models,"Pierangelo Lombardo, Alessio Boiardi, Luca Colombo, Angelo Schiavone, Nicolò Tamagnone"
Interpretability and Analysis of Models for NLP,To BERT or Not to BERT: Comparing Task-specific and Task-agnostic Semi-Supervised Approaches for Sequence Tagging,"Kasturi Bhattacharjee, Miguel Ballesteros, Rishita Anubhai, Smaranda Muresan, Jie Ma, Faisal Ladhak, Yaser Al-Onaizan"
Interpretability and Analysis of Models for NLP,Evaluating and Characterizing Human Rationales,"Samuel Carton, Anirudh Rathore, Chenhao Tan"
Interpretability and Analysis of Models for NLP,Asking without Telling: Exploring Latent Ontologies in Contextual Representations,"Julian Michael, Jan A. Botha, Ian Tenney"
Interpretability and Analysis of Models for NLP,"Compositional and Lexical Semantics in RoBERTa, BERT and DistilBERT: A Case Study on CoQA","Ieva Staliūnaitė, Ignacio Iacobacci"
Interpretability and Analysis of Models for NLP,An Information Bottleneck Approach for Controlling Conciseness in Rationale Extraction,"Bhargavi Paranjape, Mandar Joshi, John Thickstun, Hannaneh Hajishirzi, Luke Zettlemoyer"
Interpretability and Analysis of Models for NLP,Improving Low Compute Language Modeling with In-Domain Embedding Initialisation,"Charles Welch, Rada Mihalcea, Jonathan K. Kummerfeld"
Interpretability and Analysis of Models for NLP,Attention is Not Only a Weight: Analyzing Transformers with Vector Norms,"Goro Kobayashi, Tatsuki Kuribayashi, Sho Yokoi, Kentaro Inui"
Interpretability and Analysis of Models for NLP,Information-Theoretic Probing with Minimum Description Length,"Elena Voita, Ivan Titov"
Interpretability and Analysis of Models for NLP,On the Ability and Limitations of Transformers to Recognize Formal Languages,"Satwik Bhattamishra, Kabir Ahuja, Navin Goyal"
Interpretability and Analysis of Models for NLP,How do Decisions Emerge across Layers in Neural Models? Interpretation with Differentiable Masking,"Nicola De Cao, Michael Sejr Schlichtkrull, Wilker Aziz, Ivan Titov"
Interpretability and Analysis of Models for NLP,Pretrained Language Model Embryology: The Birth of ALBERT,"Cheng-Han Chiang, Sung-Feng Huang, Hung-yi Lee"
Interpretability and Analysis of Models for NLP,LOGAN: Local Group Bias Detection by Clustering,"Jieyu Zhao, Kai-Wei Chang"
Interpretability and Analysis of Models for NLP,Learning Music Helps You Read: Using Transfer to Study Linguistic Structure in Language Models,"Isabel Papadimitriou, Dan Jurafsky"
Interpretability and Analysis of Models for NLP,Assessing Phrasal Representation and Composition in Transformers,"Lang Yu, Allyson Ettinger"
Interpretability and Analysis of Models for NLP,With Little Power Comes Great Responsibility,"Dallas Card, Peter Henderson, Urvashi Khandelwal, Robin Jia, Kyle Mahowald, Dan Jurafsky"
Interpretability and Analysis of Models for NLP,Type B Reflexivization as an Unambiguous Testbed for Multilingual Multi-Task Gender Bias,"Ana Valeria González, Maria Barrett, Rasmus Hvingelby, Kellie Webster, Anders Søgaard"
Interpretability and Analysis of Models for NLP,Birds have four legs?! NumerSense: Probing Numerical Commonsense Knowledge of Pre-Trained Language Models,"Bill Yuchen Lin, Seyeon Lee, Rahul Khanna, Xiang Ren"
Interpretability and Analysis of Models for NLP,Learning Variational Word Masks to Improve the Interpretability of Neural Text Classifiers,"Hanjie Chen, Yangfeng Ji"
Interpretability and Analysis of Models for NLP,Dissecting Span Identification Tasks with Performance Prediction,"Sean Papay, Roman Klinger, Sebastian Padó"
Interpretability and Analysis of Models for NLP,Cold-Start and Interpretability: Turning Regular Expressions into Trainable Recurrent Neural Networks,"Chengyue Jiang, Yinggong Zhao, Shanbo Chu, Libin Shen, Kewei Tu"
Interpretability and Analysis of Models for NLP,Interpretation of NLP models through input marginalization,"Siwon Kim, Jihun Yi, Eunji Kim, Sungroh Yoon"
Interpretability and Analysis of Models for NLP,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,"Swabha Swayamdipta, Roy Schwartz, Nicholas Lourie, Yizhong Wang, Hannaneh Hajishirzi, Noah A. Smith, Yejin Choi"
Interpretability and Analysis of Models for NLP,Analyzing Redundancy in Pretrained Transformer Models,"Fahim Dalvi, Hassan Sajjad, Nadir Durrani, Yonatan Belinkov"
Interpretability and Analysis of Models for NLP,COGS: A Compositional Generalization Challenge Based on Semantic Interpretation,"Najoung Kim, Tal Linzen"
Interpretability and Analysis of Models for NLP,Hate-Speech and Offensive Language Detection in Roman Urdu,"Hammad Rizwan, Muhammad Haroon Shakeel, Asim Karim"
Interpretability and Analysis of Models for NLP,An information theoretic view on selecting linguistic probes,"Zining Zhu, Frank Rudzicz"
Interpretability and Analysis of Models for NLP,Towards Interpreting BERT for Reading Comprehension Based QA,"Sahana Ramnath, Preksha Nema, Deep Sahni, Mitesh M. Khapra"
Interpretability and Analysis of Models for NLP,Constrained Fact Verification for FEVER,"Adithya Pratapa, Sai Muralidhar Jayanthi, Kavya Nerella"
Interpretability and Analysis of Models for NLP,AutoPrompt: Eliciting Knowledge from Language Models with Automatically Generated Prompts,"Taylor Shin, Yasaman Razeghi, Robert L. Logan IV, Eric Wallace, Sameer Singh"
Interpretability and Analysis of Models for NLP,F1 is Not Enough! Models and Evaluation Towards User-Centered Explainable Question Answering,"Hendrik Schuff, Heike Adel, Ngoc Thang Vu"
Interpretability and Analysis of Models for NLP,"When BERT Plays the Lottery, All Tickets Are Winning","Sai Prasanna, Anna Rogers, Anna Rumshisky"
Interpretability and Analysis of Models for NLP,RNNs can generate bounded hierarchical languages with optimal memory,"John Hewitt, Michael Hahn, Surya Ganguli, Percy Liang, Christopher D. Manning"
Interpretability and Analysis of Models for NLP,CrowS-Pairs: A Challenge Dataset for Measuring Social Biases in Masked Language Models,"Nikita Nangia, Clara Vania, Rasika Bhalerao, Samuel R. Bowman"
Interpretability and Analysis of Models for NLP,“You are grounded!”: Latent Name Artifacts in Pre-trained Language Models,"Vered Shwartz, Rachel Rudinger, Oyvind Tafjord"
Interpretability and Analysis of Models for NLP,Pareto Probing: Trading Off Accuracy for Complexity,"Tiago Pimentel, Naomi Saphra, Adina Williams, Ryan Cotterell"
Interpretability and Analysis of Models for NLP,Adversarial Semantic Collisions,"Congzheng Song, Alexander Rush, Vitaly Shmatikov"
Interpretability and Analysis of Models for NLP,Analyzing Individual Neurons in Pre-trained Language Models,"Nadir Durrani, Hassan Sajjad, Fahim Dalvi, Yonatan Belinkov"
Interpretability and Analysis of Models for NLP,Learning Which Features Matter: RoBERTa Acquires a Preference for Linguistic Generalizations (Eventually),"Alex Warstadt, Yian Zhang, Xiaocheng Li, Haokun Liu, Samuel R. Bowman"
Interpretability and Analysis of Models for NLP,Generating Label Cohesive and Well-Formed Adversarial Claims,"Pepa Atanasova, Dustin Wright, Isabelle Augenstein"
Interpretability and Analysis of Models for NLP,Detecting Independent Pronoun Bias with Partially-Synthetic Data Generation,"Robert Munro, Alex (Carmen) Morrison"
Interpretability and Analysis of Models for NLP,An Empirical Investigation Towards Efficient Multi-Domain Language Model Pre-training,"Kristjan Arumae, Qing Sun, Parminder Bhatia"
Interpretability and Analysis of Models for NLP,RussianSuperGLUE: A Russian Language Understanding Evaluation Benchmark,"Tatiana Shavrina, Alena Fenogenova, Emelyanov Anton, Denis Shevelev, Ekaterina Artemova, Valentin Malykh, Vladislav Mikhailov, Maria Tikhonova, Andrey Chertok, Andrey Evlampiev"
Interpretability and Analysis of Models for NLP,Are All Good Word Vector Spaces Isomorphic?,"Ivan Vulić, Sebastian Ruder, Anders Søgaard"
Interpretability and Analysis of Models for NLP,Avoiding the Hypothesis-Only Bias in Natural Language Inference via Ensemble Adversarial Training,"Joe Stacey, Pasquale Minervini, Haim Dubossarsky, Sebastian Riedel, Tim Rocktäschel"
Interpretability and Analysis of Models for NLP,FIND: Human-in-the-Loop Debugging Deep Text Classifiers,"Piyawat Lertvittayakumjorn, Lucia Specia, Francesca Toni"
Interpretability and Analysis of Models for NLP,What Do Position Embeddings Learn? An Empirical Study of Pre-Trained Language Model Positional Encoding,"Yu-An Wang, Yun-Nung Chen"
Interpretability and Analysis of Models for NLP,On the weak link between importance and prunability of attention heads,"Aakriti Budhraja, Madhura Pande, Preksha Nema, Pratyush Kumar, Mitesh M. Khapra"
Interpretability and Analysis of Models for NLP,Less is More: Attention Supervision with Counterfactuals for Text Classification,"Seungtaek Choi, Haeju Park, Jinyoung Yeo, Seung-won Hwang"
Interpretability and Analysis of Models for NLP,Multimodal Routing: Improving Local and Global Interpretability of Multimodal Language Analysis,"Yao-Hung Hubert Tsai, Martin Ma, Muqiao Yang, Ruslan Salakhutdinov, Louis-Philippe Morency"
Interpretability and Analysis of Models for NLP,Retrofitting Structure-aware Transformer Language Model for End Tasks,"Hao Fei, Yafeng Ren, Donghong Ji"
Interpretability and Analysis of Models for NLP,Intrinsic Probing through Dimension Selection,"Lucas Torroba Hennigen, Adina Williams, Ryan Cotterell"
Interpretability and Analysis of Models for NLP,A Diagnostic Study of Explainability Techniques for Text Classification,"Pepa Atanasova, Jakob Grue Simonsen, Christina Lioma, Isabelle Augenstein"
Interpretability and Analysis of Models for NLP,A matter of framing: The impact of linguistic formalism on probing results,"Ilia Kuznetsov, Iryna Gurevych"
Generation,Facilitating the Communication of Politeness through Fine-Grained Paraphrasing,"Liye Fu, Susan Fussell, Cristian Danescu-Niculescu-Mizil"
Generation,Augmented Natural Language for Generative Sequence Labeling,"Ben Athiwaratkun, Cicero Nogueira dos Santos, Jason Krone, Bing Xiang"
Generation,Consistency of a Recurrent Language Model With Respect to Incomplete Decoding,"Sean Welleck, Ilia Kulikov, Jaedeok Kim, Richard Yuanzhe Pang, Kyunghyun Cho"
Generation,MOCHA: A Dataset for Training and Evaluating Generative Reading Comprehension Metrics,"Anthony Chen, Gabriel Stanovsky, Sameer Singh, Matt Gardner"
Generation,De-Biased Court's View Generation with Causality,"Yiquan Wu, Kun Kuang, Yating Zhang, Xiaozhong Liu, Changlong Sun, Jun Xiao, Yueting Zhuang, Luo Si, Fei Wu"
Generation,Multilingual AMR-to-Text Generation,"Angela Fan, Claire Gardent"
Generation,PAIR: Planning and Iterative Refinement in Pre-trained Transformers for Long Text Generation,"Xinyu Hua, Lu Wang"
Generation,MEGATRON-CNTRL: Controllable Story Generation with External Knowledge Using Large-Scale Language Models,"Peng Xu, Mostofa Patwary, Mohammad Shoeybi, Raul Puri, Pascale Fung, Anima Anandkumar, Bryan Catanzaro"
Generation,ToTTo: A Controlled Table-To-Text Generation Dataset,"Ankur Parikh, Xuezhi Wang, Sebastian Gehrmann, Manaal Faruqui, Bhuwan Dhingra, Diyi Yang, Dipanjan Das"
Generation,ENT-DESC: Entity Description Generation by Exploring Knowledge Graph,"Liying Cheng, Dekun Wu, Lidong Bing, Yan Zhang, Zhanming Jie, Wei Lu, Luo Si"
Generation,Online Back-Parsing for AMR-to-Text Generation,"Xuefeng Bai, Linfeng Song, Yue Zhang"
Generation,KGPT: Knowledge-Grounded Pre-Training for Data-to-Text Generation,"Wenhu Chen, Yu Su, Xifeng Yan, William Yang Wang"
Generation,Back to the Future: Unsupervised Backprop-based Decoding for Counterfactual and Abductive Commonsense Reasoning,"Lianhui Qin, Vered Shwartz, Peter West, Chandra Bhagavatula, Jena D. Hwang, Ronan Le Bras, Antoine Bosselut, Yejin Choi"
Generation,Controllable Meaning Representation to Text Generation: Linearization and Data Augmentation Strategies,"Chris Kedzie, Kathleen McKeown"
Generation,Modeling Global and Local Node Contexts for Text Generation from Knowledge Graphs,"Leonardo F. R. Ribeiro, Yue Zhang, Claire Gardent, Iryna Gurevych"
Generation,STORIUM: A Dataset and Evaluation Platform for Machine-in-the-Loop Story Generation,"Nader Akoury, Shufan Wang, Josh Whiting, Stephen Hood, Nanyun Peng, Mohit Iyyer"
Generation,TeaForN: Teacher-Forcing with N-grams,"Sebastian Goodman, Nan Ding, Radu Soricut"
Generation,"If beam search is the answer, what was the question?","Clara Meister, Ryan Cotterell, Tim Vieira"
Generation,A* Beam Search,"Clara Meister, Ryan Cotterell, Tim Vieira"
Generation,Inquisitive Question Generation for High Level Text Comprehension,"Wei-Jen Ko, Te-yuan Chen, Yiyan Huang, Greg Durrett, Junyi Jessy Li"
Generation,How Can We Know What Language Models Know,"Zhengbao Jiang, Frank F. Xu, Jun Araki, Graham Neubig"
Generation,POINTER: Constrained Progressive Text Generation via Insertion-based Generative Pre-training,"Yizhe Zhang, Guoyin Wang, Chunyuan Li, Zhe Gan, Chris Brockett, Bill Dolan"
Generation,Content Planning for Neural Story Generation with Aristotelian Rescoring,"Seraphina Goldfarb-Tarrant, Tuhin Chakrabarty, Ralph Weischedel, Nanyun Peng"
Generation,Sparse Text Generation,"Pedro Henrique Martins, Zita Marinho, André F. T. Martins"
Generation,Generating Dialogue Responses from a Semantic Latent Space,"Wei-Jen Ko, Avik Ray, Yilin Shen, Hongxia Jin"
Generation,Acrostic Poem Generation,"Rajat Agarwal, Katharina Kann"
Generation,COD3S: Diverse Generation with Discrete Semantic Signatures,"Nathaniel Weir, João Sedoc, Benjamin Van Durme"
Generation,Unsupervised Text Style Transfer with Padded Masked Language Models,"Eric Malmi, Aliaksei Severyn, Sascha Rothe"
Generation,Gradient-guided Unsupervised Lexically Constrained Text Generation,Lei Sha
Generation,Reading Between the Lines: Exploring Infilling in Visual Narratives,"Khyathi Raghavi Chandu, Ruo-Ping Dong, Alan W Black"
Generation,"Lightweight, Dynamic Graph Convolutional Networks for AMR-to-Text Generation","Yan Zhang, Zhijiang Guo, Zhiyang Teng, Wei Lu, Shay B. Cohen, Zuozhu Liu, Lidong Bing"
Generation,UNION: An Unreferenced Metric for Evaluating Open-ended Story Generation,"Jian Guan, Minlie Huang"
Generation,Homophonic Pun Generation with Lexically Constrained Rewriting,"Zhiwei Yu, Hongyu Zang, Xiaojun Wan"
Generation,Blank Language Models,"Tianxiao Shen, Victor Quach, Regina Barzilay, Tommi Jaakkola"
Generation,PALM: Pre-training an Autoencoding&Autoregressive Language Model for Context-conditioned Generation,"Bin Bi, Chenliang Li, Chen Wu, Ming Yan, Wei Wang, Songfang Huang, Fei Huang, Luo Si"
Generation,Plan ahead: Self-Supervised Text Planning for Paragraph Completion Task,"Dongyeop Kang, Eduard Hovy"
Generation,PlotMachines: Outline-Conditioned Generation with Dynamic Plot State Tracking,"Hannah Rashkin, Asli Celikyilmaz, Yejin Choi, Jianfeng Gao"
Generation,F2-Softmax: Diversifying Neural Text Generation via Frequency Factorized Softmax,"Byung-Ju Choi, Jimin Hong, David Park, Sang Wan Lee"
Generation,Template Guided Text Generation for Task-Oriented Dialogue,"Mihir Kale, Abhinav Rastogi"
Generation,Generating similes effortlessly like a Pro: A Style Transfer Approach for Simile Generation,"Tuhin Chakrabarty, Smaranda Muresan, Nanyun Peng"
Generation,Partially-Aligned Data-to-Text Generation with Distant Supervision,"Zihao Fu, Bei Shi, Wai Lam, Lidong Bing, Zhiyuan Liu"
Generation,Zero-Shot Crosslingual Sentence Simplification,"Jonathan Mallinson, Rico Sennrich, Mirella Lapata"
Generation,Language Generation with Multi-Hop Reasoning on Commonsense Knowledge Graph,"Haozhe Ji, Pei Ke, Shaohan Huang, Furu Wei, Xiaoyan Zhu, Minlie Huang"
Generation,CAT-Gen: Improving Robustness in NLP Models via Controlled Adversarial Text Generation,"Tianlu Wang, Xuezhi Wang, Yao Qin, Ben Packer, Kang Li, Jilin Chen, Alex Beutel, Ed Chi"
Generation,Do sequence-to-sequence VAEs learn global features of sentences?,"Tom Bosc, Pascal Vincent"
Generation,Reformulating Unsupervised Style Transfer as Paraphrase Generation,"Kalpesh Krishna, John Wieting, Mohit Iyyer"
Generation,Improving Text Generation with Student-Forcing Optimal Transport,"Jianqiao Li, Chunyuan Li, Guoyin Wang, Hao Fu, Yuhchen Lin, Liqun Chen, Yizhe Zhang, Chenyang Tao, Ruiyi Zhang, Wenlin Wang, Dinghan Shen, Qian Yang, Lawrence Carin"
Generation,Substance over Style: Document-Level Targeted Content Transfer,"Allison Hegel, Sudha Rao, Asli Celikyilmaz, Bill Dolan"
Generation,How to Make Neural Natural Language Generation as Reliable as Templates in Task-Oriented Dialogue,"Henry Elder, Alexander O'Connor, Jennifer Foster"
"Language Grounding to Vision, Robotics and Beyond","X-LXMERT: Paint, Caption and Answer Questions with Multi-Modal Transformers","Jaemin Cho, Jiasen Lu, Dustin Schwenk, Hannaneh Hajishirzi, Aniruddha Kembhavi"
"Language Grounding to Vision, Robotics and Beyond",Towards Understanding Sample Variance in Visually Grounded Language Generation: Evaluations and Observations,"Wanrong Zhu, Xin Wang, Pradyumna Narayana, Kazoo Sone, Sugato Basu, William Yang Wang"
"Language Grounding to Vision, Robotics and Beyond",SSCR: Iterative Language-Based Image Editing via Self-Supervised Counterfactual Reasoning,"Tsu-Jui Fu, Xin Wang, Scott Grafton, Miguel Eckstein, William Yang Wang"
"Language Grounding to Vision, Robotics and Beyond",CapWAP: Image Captioning with a Purpose,"Adam Fisch, Kenton Lee, Ming-Wei Chang, Jonathan Clark, Regina Barzilay"
"Language Grounding to Vision, Robotics and Beyond",Keep CALM and Explore: Language Models for Action Generation in Text-based Games,"Shunyu Yao, Rohan Rao, Matthew Hausknecht, Karthik Narasimhan"
"Language Grounding to Vision, Robotics and Beyond",MUTANT: A Training Paradigm for Out-of-Distribution Generalization in Visual Question Answering,"Tejas Gokhale, Pratyay Banerjee, Chitta Baral, Yezhou Yang"
"Language Grounding to Vision, Robotics and Beyond",ALICE: Active Learning with Contrastive Natural Language Explanations,"Weixin Liang, James Zou, Zhou Yu"
"Language Grounding to Vision, Robotics and Beyond",What is More Likely to Happen Next? Video-and-Language Future Event Prediction,"Jie Lei, Licheng Yu, Tamara Berg, Mohit Bansal"
"Language Grounding to Vision, Robotics and Beyond",Learning to Represent Image and Text with Denotation Graph,"Bowen Zhang, Hexiang Hu, Vihan Jain, Eugene Ie, Fei Sha"
"Language Grounding to Vision, Robotics and Beyond",Learning Physical Common Sense as Knowledge Graph Completion via BERT Data Augmentation and Constrained Tucker Factorization,"Zhenjie Zhao, Evangelos Papalexakis, Xiaojuan Ma"
"Language Grounding to Vision, Robotics and Beyond",Beyond Instructional Videos: Probing for More Diverse Visual-Textual Grounding on YouTube,"Jack Hessel, Zhenhai Zhu, Bo Pang, Radu Soricut"
"Language Grounding to Vision, Robotics and Beyond",Learning to Contrast the Counterfactual Samples for Robust Visual Question Answering,"Zujie Liang, Weitao Jiang, Haifeng Hu, Jiaying Zhu"
"Language Grounding to Vision, Robotics and Beyond",Experience Grounds Language,"Yonatan Bisk, Ari Holtzman, Jesse Thomason, Jacob Andreas, Yoshua Bengio, Joyce Chai, Mirella Lapata, Angeliki Lazaridou, Jonathan May, Aleksandr Nisnevich, Nicolas Pinto, Joseph Turian"
"Language Grounding to Vision, Robotics and Beyond",Visually Grounded Continual Learning of Compositional Phrases,"Xisen Jin, Junyi Du, Arka Sadhu, Ram Nevatia, Xiang Ren"
"Language Grounding to Vision, Robotics and Beyond",HERO: Hierarchical Encoder for Video+Language Omni-representation Pre-training,"Linjie Li, Yen-Chun Chen, Yu Cheng, Zhe Gan, Licheng Yu, Jingjing Liu"
"Language Grounding to Vision, Robotics and Beyond",Detecting Cross-Modal Inconsistency to Defend Against Neural Fake News,"Reuben Tan, Bryan Plummer, Kate Saenko"
"Language Grounding to Vision, Robotics and Beyond","Vokenization: Improving Language Understanding with Contextualized, Visual-Grounded Supervision","Hao Tan, Mohit Bansal"
"Language Grounding to Vision, Robotics and Beyond",STL-CQA: Structure-based Transformers with Localization and Encoding for Chart Question Answering,"Hrituraj Singh, Sumit Shekhar"
"Language Grounding to Vision, Robotics and Beyond",Sub-Instruction Aware Vision-and-Language Navigation,"Yicong Hong, Cristian Rodriguez, Qi Wu, Stephen Gould"
"Language Grounding to Vision, Robotics and Beyond",Domain-Specific Lexical Grounding in Noisy Visual-Textual Documents,"Gregory Yauney, Jack Hessel, David Mimno"
"Language Grounding to Vision, Robotics and Beyond","Refer, Reuse, Reduce: Generating Subsequent References in Visual and Conversational Contexts","Ece Takmaz, Mario Giulianelli, Sandro Pezzelle, Arabella Sinclair, Raquel Fernández"
"Language Grounding to Vision, Robotics and Beyond",MAF: Multimodal Alignment Framework for Weakly-Supervised Phrase Grounding,"Qinxin Wang, Hao Tan, Sheng Shen, Michael Mahoney, Zhewei Yao"
"Language Grounding to Vision, Robotics and Beyond",Video2Commonsense: Generating Commonsense Descriptions to Enrich Video Captioning,"Zhiyuan Fang, Tejas Gokhale, Pratyay Banerjee, Chitta Baral, Yezhou Yang"
"Language Grounding to Vision, Robotics and Beyond",The Grammar of Emergent Languages,"Oskar van der Wal, Silvan de Boer, Elia Bruni, Dieuwke Hupkes"
"Language Grounding to Vision, Robotics and Beyond",Does my multimodal model learn cross-modal interactions? It's harder to tell than you might think!,"Jack Hessel, Lillian Lee"
"Language Grounding to Vision, Robotics and Beyond",Room-Across-Room: Multilingual Vision-and-Language Navigation with Dense Spatiotemporal Grounding,"Alexander Ku, Peter Anderson, Roma Patel, Eugene Ie, Jason Baldridge"
"Language Grounding to Vision, Robotics and Beyond",Visually Grounded Compound PCFGs,"Yanpeng Zhao, Ivan Titov"
"Language Grounding to Vision, Robotics and Beyond",Where Are You? Localization from Embodied Dialog,"Meera Hahn, Jacob Krantz, Dhruv Batra, Devi Parikh, James Rehg, Stefan Lee, Peter Anderson"
"Language Grounding to Vision, Robotics and Beyond",VD-BERT: A Unified Vision and Dialog Transformer with BERT,"Yue Wang, Shafiq Joty, Michael Lyu, Irwin King, Caiming Xiong, Steven C.H. Hoi"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Latent Geographical Factors for Analyzing the Evolution of Dialects in Contact,Yugo Murawaki
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Investigating Cross-Linguistic Adjective Ordering Tendencies with a Latent-Variable Model,"Jun Yen Leung, Guy Emerson, Ryan Cotterell"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Speakers Fill Lexical Semantic Gaps with Context,"Tiago Pimentel, Rowan Hall Maudslay, Damian Blasi, Ryan Cotterell"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Predicting Reference: What do Language Models Learn about Discourse Models?,"Shiva Upadhye, Leon Bergen, Andrew Kehler"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Generating Image Descriptions via Sequential Cross-Modal Alignment Guided by Human Gaze,"Ece Takmaz, Sandro Pezzelle, Lisa Beinborn, Raquel Fernández"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Word Frequency Does Not Predict Grammatical Knowledge in Language Models,"Charles Yu, Ryan Sie, Nicolas Tedeschi, Leon Bergen"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Word class flexibility: A deep contextualized approach,"Bai Li, Guillaume Thomas, Yang Xu, Frank Rudzicz"
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",BLiMP: The Benchmark of Linguistic Minimal Pairs for English,"Alex Warstadt, Alicia Parrish, Haokun Liu, Anhad Monananey, Wei Peng, Sheng-Fu Wang, Samuel Bowman"
